text,label
kompascom emang ayu tingting doang yg tinggal depok mending wawancarai warga depok yg bener deh drpd artis,no
selamat bekasi depok yg kena bully,no
jogmfs pantai depok nder babarsari,no
ustadtengkuzul sungguh membingungkan hidup negara 62 semoga yg terjangkit corona virus disembuhkan allah swt umat muslim tawakal allah swt semoga terjaga virus aamiin ya allah ya robbal alamiin,no
depok ibukota pks pdipmeradang,no
yth kemenkesri daftar tumah sakit rujukan corona pekalongam rsu pekalongan rs ya dengar lihat rs nya terimakasih,yes
dennysiregar7 inti nya pemerintah santuy virua corona,no
stasiun kereta api dilengkapi thermal scanner mengantisipasi penularan virus corona covid 19,yes
sedih ya liat tv heboh memberitakan corona semoga bumi isi nya membaik,no
jtkifls takmau pi,no
aniesbaswedan dinkesjkt dkijakarta who kemenkesri yg virus corona merebak banjir sekedar waspada kesehatan lahir bathin dipersiapkan,yes
beredar info suspect terinfeksi virus corona lengkap inisial alamat nya plis teman teman tahan membagikan nya tolong alamat nya dihapus kota nya suspect korban perlakuan enak orang2,yes
lagu corona dihapus vid porno nya tranding pornhub,no
rlthingy labil nder emg pasien nya kondisi sehat karna org sehat positif corona negeri jg baca berita kalo emg malas baca nonton yt gimana penjelasan nya,no
jannpaoay1128 boss corona,no
gantikan presiden yaa allah coronavirusupdates sayatakpercayajokowi,no
yengran msaid didu becanda corona,no
cinema gouda dicht corona gouda covid19,no
msaid didu menhub nya terinfeksi corona aduuuh gimana sih main main mulu kerja nya,yes
harouna koro wallaye covid 19 djo tala bringbackthefootball,no
sema hii corona isije tanzania hapa harmonize kalisha watu wote cake kwa uma moja,no
judylimo5 hebu dm results za covid 19 kwanza,no
2 minggu flu batuk sampe suara berubah trus seminggu sembuh trus skrg batuk2 santuy sih corona kerja ketemu orang nya orang jepang cina,no
polres cilegon tni melaksanakan bersih bersih ibadah cegah virus covid 19 bersatutangkalcorona humaspoldabanten polrescilegon humaspolrescilegon yudhiswibisana muhammadandrawardhana kamarulwahyudi riauboyz kapolrescilegon wakapolrescilegon,yes
dennysiregar7 dkijakarta aniesbaswedan hai bodat nanya kau klo menteri yg ri satu2 nya negara asia kena corona meleset bodoh pakai otak mu ya,no
baca kat news that kat new delhi ade group of people minum air kencing lembu to prevent coronavirus fvckta ni njeng,no
ok liburan corona dgn krn gblh kmn jg ka,no
mama gue dek tolong beliin sayur didepan corona mahh kalo adek kena gimana ya udah ga seneng bagettt karna lanjutin rebahan stayathome,no
corona hilang nya sih,no
khawatir corona merebak jatim semoga aman,no
repost humasjabar surat edaran gubernur jabar ridwankamil peningkatan kewaspadaan risiko penularan infeksi coronavirus disease 19 semoga informasi disebarluaskan,yes
siiwanyusoff yah ah duk je hahaha covid 19 merayau2 kt seksyen 7 tu,no
whymsycal hi mbak the 705k is a special test for covid 19 lab test general respiratory ya,no
ada2 bae si angkatan kemaren karna akred iya skrg karna corona,no
corona gapandang bulu ya,no
corona virus mein whatsapp doctor jyada kam hai,no
prfmnews samemeh komen teh cik atuhlah neang info heula,no
corona virus has been tested positif zlatan ibrahimovic,no
klo gebetan gw kena corona ky nya gua udh suspect lg deh langsung vonis nya udh bkn pegang muka lg bgst gua jilat wkwkwkwkwk,no
mandar ukk gasido gara corona,no
hashfi pandangan corona fi sisi kebijakan,no
me ishallah sem bje corona corona,no
story na corona imefa nya watu kericho wanafunga kazi unaweza fikiria corona virus ikifika 6pm inaishanguvu,no
nak politikkan benda covid 19 menyampah bekas2 menteri diorang nih,no
cobeh09 pantesan kena corona,no
bravinyuri symptoms za corona wazitambua,no
inget kemarin pulang cerita mba tiaap papa denger kabar pasien suspect covid 19 meh dibawa igd papa wa ma doakan ya biar tetep sehat kadang merinding ga cuman mbatin yaallah takut,no
corona media jakartasentris,no
status darurat nasional corona fadli terlambatapalagi nungguwangsit,yes
geloraco tenang aja jamin negative corona,no
grgr corona orang2 ga hilang kemanusian ya orang sakit beli obat apotik usir banget orang meninggal grgr serangan jantung ga yg ngunjungin rmh nya keluarga nya jauhin gilaa ager,no
bentsusama amalinaakemal pengen meniqa doain ya gaes abis corona dilamar mamas wkwkw,no
joe taslim mengaku semangat kemanusiaan elemen masyarakat,no
menhub positif corona buzzerp berharap bayaran 72 m dinaikkan ditambah kerja indonesia sulit,yes
raramhrnn doa sik corona ben ilang peluk hahaha,no
anjlok corona perhitungan perkiraan penjualan mobil indonesia 2020,yes
difasya hilmi windualifart ismarhmwti kusirrkuda 11 12 jg corona apan hahaha,no
vivacoid boro gratis indonesia internet 0 pas corona mahal lemot tri juara nya lemot,no
andaikan corona manusia udah sumpah sumpahin,no
wes kek i cobaan gawe snap corona cegah alkohol info ndemdeman geden,no
lengkap banget udah dapet merah dome tour cancel trus corona ga kelar2,no
adatapiasing plutosan mrsyh matahariwaw chymatahariiiii merkurius venustatasurya canbooaa im saturnus turnusss akupluto00 meteeorr nya corona moonie akubulan5 bulanbuuu datangbulann dlangitygbiru ga yg ngomong in sih,no
rlthingy corona kelar kaya nya dokter mata penuh,no
gua ati ati yak indo udah yg positif corona 2 orang temen gua https t co ktci2cbupi,yes
mukhtar juned aceh aman ya adek kesana tertunda corona bikin merana,no
kshintaaa corona nyakitin huaaa,no
fragilecookery iya si gw nu gimana corona anjeng,no
fellmentke the kalebae crazynairobian ningepata pressure kwa hii corona,no
bireuen izinbidangusaha data catatan bob miswar wabah corona merebak dikeluarkan izin bidang perdagangan masuk virus korona bidang kesehatan urutan,no
fshaziq mkini bm then derma for what nonsense corona takut salji bawak jelah err,no
yg sesak corona menahan tangis menyakiti mu,no
sungpa ya lo tai banget asuuuuu matio cuk,no
bentuk kepedulian umat ustaz yusuf mansur gerakan sedekat nasional mengajak elemen andil bergotong royong menghadapi wabah ustazyusufmansur via detikhot,yes
pengen jalan2 tp gbsa msh corona,no
sederet fakta pasien virus corona gejala indonesia simak fakta nya pencegahan tribunmaduracom,yes
jordannugraha oh iya mas namaste menghindari corona congor nya tetangga,no
anak smp anak smk lulus dibilang angkatan corona ah lulus kuliah nya ntar ajalah takut dibilang sarjana onlen,no
mogakawi zittokabwe umwalimu semudorothy jumadunihaji test kit zipo za ku tosha ku pima corona hivi huwa mnaelewa kwel yanayozungumzwa hakuna nchi inayopima randomly kama hivyo tusikurupushwe tu na tukakurupuka kweli,no
telegram corona bangsat,no
plot twist virus nya manusia anti virus nya corona,no
klo ga corona dah lapoupee ato kfc centong hehe lt 3,no
azkyrahmaliaa riskyansd gaboleh gandengan corona,no
corona menggangu kantong ku uu ooooh corona pergilah cepatttt,no
corona anjing bikin ribut kntl,no
koirarisakura iya sih ortu ku khawatarin banget kakak adek jawa punlang transport udah tutup aman ya klo gini sih nunggu reda serbasalah salah corona,no
nya oke aja dgn jokes angkatan corona lulus nya giveaway lama it s irritating kalo ditilik ngebedain angkatan 20 angkatan un dihapus doang,no
iwanmah geloraco indonesia aman corona,no
marc klok terlibat aktif menggalang donasi pemain keturunan belanda melelang salah sepatu spesial dimiliki nya,no
mudah an corona cepet kelar biar nih orang kena ospek,no
um sansfess enggaklah udah gak corona nya,no
harry styles rilis t shirt edisi khusus bantu lawan virus corona,no
bahasinrl corona om gaboleh main,no
corona anti virus virus nya,no
melindaaghnia kasih corona aja mel,no
berisikemak rachlannashidik mklm aj emang bcr ad duit kt lg d hjr corona ms tkut biayai rakyatnye die d plh sm yg byr rkytnye susah mikir nye korban smkn bnyk bertmbh d kritik mlh bikin wacana jerat dgn uu,no
tolong luangkan 5 menit tonton video yahh video berisi penjelasan butuhkan virus corona https t co o3y03mbmsy,no
antisipasi corona kemenhub perketat pelabuhan penyeberangan https t co roqviezxjj,yes
kilat geely kembangkan penangkal virus corona mobil 20 geely icon https t co kjur2utqkw,yes
corona fairuz sm sm sukaaa,no
sih langsung latahan bikin thread corona,no
bersamaan kaligunakan aplikasi temanhidupsehat panik mending simak info temanhidupsehat gue yg ngasih info anti bokis virus corona nih halodoca https t co 1m1cyphgxp,no
cnnindonesia coronavirusindonesia covid19indonesia coronavirusupdate 40 org yg berinteraksi dg pasien corona depok mengalami gejala pilek batuk demam 33 gejala stay safe guys gy oe https t co bzi8lzyxzc,yes
yoxxs nyyyysa lanangan yg jarang kelonan gampang terjangkit virus corona,no
barusan gue nyeletuk ngeri bgt indo udah org yg positif corona temen gue denger enteng bilang da gaakan nyampe put kalo elu yg kena y gpp y anjing lu aja goblok gue ogah,no
usul kawan ku dokter menkes https t co qukcs9yxe1,no
zarazettirazr gak cocok nama nya menkes jago menerawan gy,no
lha nya orang2 pemerintah menganggap remeh menkes bilang penderita corona sembuh jubir ngabalin virus corona ngga bertahan hidup iklim tropis indonesia bikin rs khusus lgian emang duwit bro https t co pwycze3vik,yes
gubernur menkes https t co a0tsq00ijg,no
kabar gembira menkes virus corona yg sembuh https t co hdgtkcgqa7 https t co blfjiyddkh,yes
zarazettirazr menkes ga pake masker masker mahal salah nya beli boro2 mbagikan gratis rakyat klo yg sakit seneng dpt obyek penelitian,yes
zarazettirazr menkes jubir,no
satyaoke nanoka vondhy jcowacko kalo memperhatikan ditelaah matang sebener nya yg dijelasin menkes persis kyk yg dijelasin trit beda nya bentuk tulisan detil lisan lgsg,no
vice id corona sembuh menkes gy,no
gy gy sa menkes corona barang menakutkan confident banget coronabukaborokrezim coronabukaborokrezim https t co pwqptclw4r,no
republikaonline informasi presiden n menkes yaa,no
nisa 1927 ayoo kenalan sma kageta ku ngajarin hati2 dri corona gy 3gy 3gy 3 https t co 3i9jkmknks,no
rizmawidiono ya batalkan virus corona,no
smoga ga cm smp pemanggilan nya org kena tindakan biar paham senator fungsi nya gy insyaallah tindaklanjuti klarifikasi nya fi kt kadiv humas polri irjen mohammad iqbal https t co bymbfq4k0e,no
detikcom tandanvradio corona indon,no
hijabilarki normal nazla khansi waghaira ko corona bna k business chal raha hy mai aik ee baat krta hn gy ps,no
waziri umwalimu aagiza ifikapo saa 10 jioni kila halmashauri itoe taarifa za ku tenga sehe mu maalum kwaajili ya ku muweka mshukiwa wa virusi vya corona na ku fa nya utaratibu wa uchunguzi ikiwa ni pamoja na ku toa taarifa haraka wizara ya afya mkutanonaviongoziwadini covid19,no
nih ya krn corona virus udh masuk indonesia banyakin baca berita artikel terverifikasi yg dipertanggung jawabkan pengetahuan lu bertambah jgn panik doang kaga tindakan preventif nya jgn kek org bego oke relax stay aware keep healthy https t co 0hsq9ufg22,yes
menkes terawan kondisi pasien positif terkena virus corona kondisi sehat https t co bokdct6yjl via tribunpadangcom,yes
glrhn salah alasan pemerintah ngak koar koar penanganan virus corona yg opurtunis masker ajah kemarin kemarin udah mahal yg nimbun,yes
virus corona lumpuhkan industri film korea selatan,yes
imjustalilboyy k3mt0t chocoluv mohon maaf still jaksel mepet depok dikit,no
therealazaay bagus gak pake himalaya,no
nctconfess yg dimana nder ikutan gaada temen nya depok jakarta,no
gimana datuk karniilyas saksi yg tampil ilctv1 warga depok,no
klo diliat2 depok kampung halamanny sandy chicks ya,no
sry rzq nannyourbae thxinsomniac udah ya mrt depok,no
ariandanucatur gw kuliah disana depok ajaib emg walkot nya,yes
crictcal wkwkw lu warga depok jg ya,no
collegemenfess pdhl gw depok tp gak sih anjir,no
kepedulian bumn negeri bank mandiri membagikan 10 000 masker lokasi kota depok bumnsiaplawancorona keren,yes
tanyarl bantu gue ga minjemin duit org bogor depok deh biar gampang ketemu kalo ga percaya or worry gituuu diganti pas plsss,no
ui yg depok aja gue blm gercep,no
fazasyahida kantor gua kalo pulang depok dinas pribadi disuruh ga masuk 2 minggu,no
media beritain ayu ting ting kaget warga depok terinfeksi haha,no
anak ui dikucilkan karna depok,no
gagakwinter penontonbiasa timmerman91 pradaivon kemenkesri woooyyy woooyyy berita nya udah muncul dr tgl 29 feb wn jepang terkait pasien depok nya cuy runut membaca amp mencerna cuitan ber twiter ria,no
minum tuak dah gw biar imunitas gw,no
bisagasi maklum bawaan depok kek gni,no
rizkakmldewi tau ngga sih aneh aneh nya depok sampe geleng2 kepala jatuh cinta orang depok,no
nih walikota depok ca,no
virus corona orang2 ribut ga kebagian masker maskeran kuliah maskeran mall maskeran dijalan lgi motor maskeran ga pake helm aneh mati aja pilih2 waspada panik,no
sumpah jam segini ga macet siaga 1 corona ya,no
solusi cegah corona embargo warga negara asing masuk indonesia zarazettirazr is pelssy ndoro raghil,yes
bu risma nya nimbun masker huat dibagi2kan sdh antisipasi corona,yes
takut kena corona rajin cuci tangan makan sehat olahraga cek dokter,yes
orang indo udah tau lg wabah corona yg berani negeri pas balik2 bawa virus,no
salut berani identitas terkena covid19 menyelamatkan orang cepat ditangani mengurangi korban sadar lakukan pemeriksaan menhub covid19indonesia coronavirusindonesia coronavirusupdates,no
lisfockingzajmi qka she corona virusi vdekjes,no
covid 19 coronavirus tiplerinin yedincisi aq,no
raj sk dhoni beingsrbsumit akki ka dusra naam hi corona h bc,no
corona 2 0 allah cenabiallah,no
fadjroel jubirpresidenri terima kasih tuhan kesembuhan saudara saudara bpk presiden wapres jajaran nya kekuatan kesehatan hikmat dlm menangani covid 19 tuhan memberkati,no
topik corona ono ra to esuk awan sore bengi beritane corona wae,no
fahrihamzah sesal dr dusta canda terjangan novel corona serbu wuhan china who covid 19 pandemi indonesia bilang zero corona dunia tdk percaya dr depok kena suspect 2 7 96,yes
warga jawa barat boikot tvone krn gubernur jabar press conference ttg penanganan covid 19 distop tayangannua tvone dennysiregar7 thearieair sofy beeeeee mohon dibantu tegur karniilyas kemkominfo,yes
kominfo klt dinkeskabklaten dedyrio6 pemkab klaten humaskabklaten yanisunarno ganjarpranowo barusan dapet pesan screeshoot shat wa nya dirumah sakit tugu cawas udah yg positif corona hoax iya,yes
wtfkenji mongraal backbling x corona,no
krmtroysuryo2 msaid didu budikaryas jokowi saking nya senyap nya kerjaan bin istana terpapar corona h2c nya yg ratas panik tingkat dewa,yes
corona dimana2 mas pacar sibuk turney kemana2 khawatir banget gak gubris kalo gua kasih tau kuping nya mampet banget alias gak dengerin,no
repost mnctrijayafm juru bicara pemerintah ri terkait corona indonesia,no
baka ga rugani ya kama corona ba ka ruga portugal,no
betullah tu sakit tu ujian allah corona virus anggap nya ketentuan allah rukun iman ke 6 percaya qada qadar siapalah menidakkan apa ditentukan allah,no
nourkhaledddd ehna tmam fashkh keda corona my ass,no
antisipasi covid 19 pemkot larang warga asing masuk sorong,yes
tidur jam segini mikirin corona mikirin berak,no
mari bersemedi jiwa suci corona tdk bumi pertiwi ganjarpranowo jokowi mirnamsi diskominfokend1,no
mantan bek manchester city eliaquim mangala positif virus corona,yes
kategori buzzer ku udah kelewat batas nggak hati membemperi pemerintah corona omnibus law beneran deh berdoa biar kena azab,no
karna gatau exact number population of sg but by looking at it corona sg udah 1 angka nya udah segini while in here 2 minggu udah near number of sg emang rumput tetangga hijau,no
hoaks internet gratis,yes
hoaks internet gratis,yes
berjemur virus corona,yes
tka china bawa virus corona,yes
berita balikpapan lockdown 3,yes
Berita balikpapan lockdown 3 hari,yes
lemon teh corona,yes
kapan pendaftaran prakerja dibuka,no
berita lamongan,no
angin utara selatan membawa wabah penyakit indonesia,yes
rekrutmen cpns 2020 ditiadakan,yes
